"TEMA","COMPONENTE","PROGRAMA","META DE PRODUCTO","COMUNAS","CORREGIMIENTOS","OBSERVACIÓN","UBICACIÓN SECTOR","AÑO"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","1. comuna boston","13. no aplica","limpieza y plateo de jardines","catercol","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","1. comuna boston","13. no aplica","control de arrieras","barrio centenario","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","1. comuna boston","13. no aplica","erradicacion de arboles","b/san luis, la 14, providencia, la unidad","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","1. comuna boston","13. no aplica","soldadura(caseta biciparqueadero megacable )","parque olaya herrera","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","adoquineria (reparacion)","parque el lago","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","imagen de ciudad - pintura grafiti","puente de la 17 con cra 12 y 13","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","reparacion adoquineria","plazoleta ciudad victoria","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","podas y talas","éxito victoria","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","jardineria-podas","parque la libertad","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","mantenimiento parque. jardineria","ciudad victoria","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","podas y talas","calle 13. edif fontana","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","reparacion motobomba. jardineria","el lago","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","jardines","24 con 11","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","retiro estructura cancha arena. jardines","parque olaya","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","erradicacion de árbol","19 con 11","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","embellecimiento de las carreras, instalación de banderas","carrera 7 y 8 calles 13 y 14 hasta la 27","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","jardineria","gobernación","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","podas y talas","barrio galan","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","tala arbol - palmas","calle 33 con 5","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","tala arbol","calle 16 cra 12. calle de las sombrillas","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","erradicacion árbol","cra 4 cll 26","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","erradicacion árbol","clle 21 con 17","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","pintura","parque el lago","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","recoleccion residuos mat.vegetal","calle 14 cra 6","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","jardineria-erradicacion arboles","parque de la 40","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","recoleccion residuos mat.vegetal","calle 21 con 7","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","podas y talas","puentes de la 17","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","limpieza y pintura","cra 17 puentes sector gobernacion","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","recoleccion residuos mat.vegetal","30 de agosto con 32","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","emergencia x arbol caido","calle 31 con 11","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","soldadura(instalacion tapa metalica)","calle 19 cra 8 - calle 18 cra 5","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","erradicación de palmas","cll 32 no 12 b 32","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","arbol caido","calle 19 crs 11 y 12","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","pintura y limpieza","puente gobernacion calle 17","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","reparacion tuberia","cra 5cll 15-16","2,024"
"Realizar intervenciones de parques, plazas y corredores principales","Pereira segura, innovadora, competitiva e inteligente","Programa No 25 Mejor Espacio Público","P25MP191: Realizar 300 intervenciones de parques, plazas y corredores principales en Pereira","2. comuna centro","13. no aplica","adpquineria","parque el lago","2,024"
